loss,mape,val_loss,val_mape
0.03037017025053501,190997.40625,0.008764553815126419,118.61494445800781
0.007286001928150654,82639.203125,0.006857980974018574,74.9124984741211
0.00678887078538537,87855.703125,0.0070715234614908695,80.17154693603516
0.006328297778964043,79172.8671875,0.006168301682919264,72.45291137695312
0.006086786277592182,81308.8203125,0.006098213605582714,69.39962005615234
0.005765153095126152,82897.1875,0.005674701649695635,68.5995864868164
0.005525869783014059,72913.390625,0.005632797721773386,77.01947784423828
0.0052572633139789104,76217.8984375,0.005394644569605589,72.85131072998047
0.00510312058031559,70263.6484375,0.005378201138228178,64.02886962890625
0.004981369245797396,80259.1484375,0.005990118253976107,80.00743103027344
0.0048362803645431995,81344.6484375,0.004997749347239733,69.83460235595703
0.004733412992209196,82013.3828125,0.005379157140851021,75.93333435058594
0.004630883689969778,72683.9765625,0.004590881057083607,70.901123046875
0.004650534596294165,73228.6015625,0.004528763238340616,70.98169708251953
0.004526915028691292,75963.4453125,0.004464078228920698,71.58243560791016
0.004356306046247482,68660.3046875,0.00503270048648119,72.3471908569336
0.004386473447084427,73778.5234375,0.00417634891346097,66.09305572509766
0.00430945074185729,75362.0234375,0.004114590585231781,66.3386459350586
0.004239941947162151,71467.4765625,0.004060216713696718,69.34774017333984
0.004289144650101662,76721.75,0.00430724723264575,70.20084381103516
0.004268233198672533,64197.3984375,0.004006833303719759,64.39568328857422
0.00416610948741436,72095.6875,0.00417803879827261,59.34956359863281
0.00424161646515131,63912.5625,0.004120293073356152,70.78067016601562
0.004159459378570318,80157.015625,0.0038753836415708065,65.3132553100586
0.004106785170733929,68585.953125,0.0038750930689275265,62.93117904663086
0.004084856249392033,77085.1640625,0.004748126491904259,71.97582244873047
0.00411722157150507,62601.4296875,0.0038134371861815453,60.80705261230469
0.004074588418006897,76654.2734375,0.003716125385835767,65.82576751708984
0.003967587370425463,68086.5078125,0.0037241310346871614,60.38863754272461
0.004026613663882017,74409.2578125,0.004168108571320772,68.53717041015625
0.004002136178314686,74928.625,0.004026762209832668,69.22348022460938
0.003967036958783865,78535.2265625,0.003594743786379695,61.734012603759766
0.003953439649194479,63487.59375,0.004019917920231819,68.05506134033203
0.0039462135173380375,74771.109375,0.003526310669258237,61.90873718261719
0.0038850244600325823,57855.45703125,0.0034914531279355288,61.83295440673828
0.0038968855515122414,62695.5625,0.003596831113100052,64.31241607666016
