SCATS_Number,SCATS Neighbours,NB_LATITUDE,NB_LONGITUDE,V00
3126,3127 3682,-37.82778,145.09885,23
3126,3127 3682,-37.82778,145.09885,30
3126,3127 3682,-37.82778,145.09885,33
3126,3127 3682,-37.82778,145.09885,65
3126,3127 3682,-37.82778,145.09885,19
3126,3127 3682,-37.82778,145.09885,17
3126,3127 3682,-37.82778,145.09885,18
3126,3127 3682,-37.82778,145.09885,25
3126,3127 3682,-37.82778,145.09885,24
3126,3127 3682,-37.82778,145.09885,39
3126,3127 3682,-37.82778,145.09885,63
3126,3127 3682,-37.82778,145.09885,15
3126,3127 3682,-37.82778,145.09885,21
3126,3127 3682,-37.82804,145.09858,40
3126,3127 3682,-37.82804,145.09858,9
3126,3127 3682,-37.82804,145.09858,10
3126,3127 3682,-37.82804,145.09858,12
3126,3127 3682,-37.82804,145.09858,29
3126,3127 3682,-37.82804,145.09858,13
3126,3127 3682,-37.82804,145.09858,43
3126,3127 3682,-37.82804,145.09858,59
3126,3127 3682,-37.82804,145.09858,15
3126,3127 3682,-37.82804,145.09858,20
3126,3127 3682,-37.82804,145.09858,8
3126,3127 3682,-37.82804,145.09858,12
3126,3127 3682,-37.82804,145.09858,14
3126,3127 3682,-37.82804,145.09858,40
3126,3127 3682,-37.82804,145.09858,59
3126,3127 3682,-37.82804,145.09858,13
3126,3127 3682,-37.82804,145.09858,18
3126,3127 3682,-37.82804,145.09858,28
3126,3127 3682,-37.82804,145.09858,23
3126,3127 3682,-37.82804,145.09858,12
3126,3127 3682,-37.82804,145.09858,42
3126,3127 3682,-37.82804,145.09858,57
3126,3127 3682,-37.82804,145.09858,25
3126,3127 3682,-37.82804,145.09858,16
3126,3127 3682,-37.82804,145.09858,20
3126,3127 3682,-37.82804,145.09858,15
3126,3127 3682,-37.82804,145.09858,18
3126,3127 3682,-37.82804,145.09858,36
3126,3127 3682,-37.82804,145.09858,56
3126,3127 3682,-37.82804,145.09858,22
3126,3127 3682,-37.82804,145.09858,8
3126,3127 3682,-37.82772,145.0983,107
3126,3127 3682,-37.82772,145.0983,32
3126,3127 3682,-37.82772,145.0983,41
3126,3127 3682,-37.82772,145.0983,60
3126,3127 3682,-37.82772,145.0983,46
3126,3127 3682,-37.82772,145.0983,43
3126,3127 3682,-37.82772,145.0983,134
3126,3127 3682,-37.82772,145.0983,154
3126,3127 3682,-37.82772,145.0983,37
3126,3127 3682,-37.82772,145.0983,47
3126,3127 3682,-37.82772,145.0983,68
3126,3127 3682,-37.82772,145.0983,70
3126,3127 3682,-37.82772,145.0983,68
3126,3127 3682,-37.82772,145.0983,86
3126,3127 3682,-37.82772,145.0983,146
3126,3127 3682,-37.82772,145.0983,27
3126,3127 3682,-37.82772,145.0983,39
3126,3127 3682,-37.82772,145.0983,55
3126,3127 3682,-37.82772,145.0983,53
3126,3127 3682,-37.82772,145.0983,94
3126,3127 3682,-37.82772,145.0983,116
3126,3127 3682,-37.82772,145.0983,170
3126,3127 3682,-37.82772,145.0983,62
3126,3127 3682,-37.82772,145.0983,40
3126,3127 3682,-37.82772,145.0983,55
3126,3127 3682,-37.82772,145.0983,35
3126,3127 3682,-37.82772,145.0983,54
3126,3127 3682,-37.82772,145.0983,120
3126,3127 3682,-37.82772,145.0983,167
3126,3127 3682,-37.82772,145.0983,45
3126,3127 3682,-37.82772,145.0983,35
3127,4063 3122 3126,-37.82506,145.078,18
3127,4063 3122 3126,-37.82506,145.078,7
3127,4063 3122 3126,-37.82506,145.078,7
3127,4063 3122 3126,-37.82506,145.078,7
3127,4063 3122 3126,-37.82506,145.078,9
3127,4063 3122 3126,-37.82506,145.078,4
3127,4063 3122 3126,-37.82506,145.078,22
3127,4063 3122 3126,-37.82506,145.078,38
3127,4063 3122 3126,-37.82506,145.078,11
3127,4063 3122 3126,-37.82506,145.078,10
3127,4063 3122 3126,-37.82506,145.078,8
3127,4063 3122 3126,-37.82506,145.078,8
3127,4063 3122 3126,-37.82506,145.078,12
3127,4063 3122 3126,-37.82506,145.078,15
3127,4063 3122 3126,-37.82506,145.078,30
3127,4063 3122 3126,-37.82506,145.078,5
3127,4063 3122 3126,-37.82506,145.078,4
3127,4063 3122 3126,-37.82506,145.078,6
3127,4063 3122 3126,-37.82506,145.078,11
3127,4063 3122 3126,-37.82506,145.078,14
3127,4063 3122 3126,-37.82506,145.078,18
3127,4063 3122 3126,-37.82506,145.078,22
3127,4063 3122 3126,-37.82506,145.078,7
3127,4063 3122 3126,-37.82506,145.078,24
3127,4063 3122 3126,-37.82506,145.078,7
3127,4063 3122 3126,-37.82506,145.078,8
3127,4063 3122 3126,-37.82535,145.07827,64
3127,4063 3122 3126,-37.82535,145.07827,11
3127,4063 3122 3126,-37.82535,145.07827,14
3127,4063 3122 3126,-37.82535,145.07827,22
3127,4063 3122 3126,-37.82535,145.07827,23
3127,4063 3122 3126,-37.82535,145.07827,27
3127,4063 3122 3126,-37.82535,145.07827,60
3127,4063 3122 3126,-37.82535,145.07827,99
3127,4063 3122 3126,-37.82535,145.07827,12
3127,4063 3122 3126,-37.82535,145.07827,14
3127,4063 3122 3126,-37.82535,145.07827,13
3127,4063 3122 3126,-37.82535,145.07827,19
3127,4063 3122 3126,-37.82535,145.07827,24
3127,4063 3122 3126,-37.82535,145.07827,75
3127,4063 3122 3126,-37.82535,145.07827,61
3127,4063 3122 3126,-37.82535,145.07827,15
3127,4063 3122 3126,-37.82535,145.07827,21
3127,4063 3122 3126,-37.82535,145.07827,33
3127,4063 3122 3126,-37.82535,145.07827,35
3127,4063 3122 3126,-37.82535,145.07827,22
3127,4063 3122 3126,-37.82535,145.07827,43
3127,4063 3122 3126,-37.82535,145.07827,81
3127,4063 3122 3126,-37.82535,145.07827,22
3127,4063 3122 3126,-37.82535,145.07827,80
3127,4063 3122 3126,-37.82535,145.07827,24
3127,4063 3122 3126,-37.82535,145.07827,26
3127,4063 3122 3126,-37.82527,145.07757,55
3127,4063 3122 3126,-37.82527,145.07757,24
3127,4063 3122 3126,-37.82527,145.07757,21
3127,4063 3122 3126,-37.82527,145.07757,36
3127,4063 3122 3126,-37.82527,145.07757,38
3127,4063 3122 3126,-37.82527,145.07757,31
3127,4063 3122 3126,-37.82527,145.07757,83
3127,4063 3122 3126,-37.82527,145.07757,104
3127,4063 3122 3126,-37.82527,145.07757,22
3127,4063 3122 3126,-37.82527,145.07757,28
3127,4063 3122 3126,-37.82527,145.07757,38
3127,4063 3122 3126,-37.82527,145.07757,35
3127,4063 3122 3126,-37.82527,145.07757,38
3127,4063 3122 3126,-37.82527,145.07757,85
3127,4063 3122 3126,-37.82527,145.07757,88
3127,4063 3122 3126,-37.82527,145.07757,26
3127,4063 3122 3126,-37.82527,145.07757,23
3127,4063 3122 3126,-37.82527,145.07757,44
3127,4063 3122 3126,-37.82527,145.07757,43
3127,4063 3122 3126,-37.82527,145.07757,57
3127,4063 3122 3126,-37.82527,145.07757,70
3127,4063 3122 3126,-37.82527,145.07757,102
3127,4063 3122 3126,-37.82527,145.07757,34
3127,4063 3122 3126,-37.82527,145.07757,113
3127,4063 3122 3126,-37.82527,145.07757,22
3127,4063 3122 3126,-37.82527,145.07757,28
3180,4051 4057,-37.79611,145.08372,34
3180,4051 4057,-37.79611,145.08372,3
3180,4051 4057,-37.79611,145.08372,10
3180,4051 4057,-37.79611,145.08372,10
3180,4051 4057,-37.79611,145.08372,14
3180,4051 4057,-37.79611,145.08372,12
3180,4051 4057,-37.79611,145.08372,33
3180,4051 4057,-37.79611,145.08372,58
3180,4051 4057,-37.79611,145.08372,15
3180,4051 4057,-37.79611,145.08372,8
3180,4051 4057,-37.79611,145.08372,12
3180,4051 4057,-37.79611,145.08372,13
3180,4051 4057,-37.79611,145.08372,15
3180,4051 4057,-37.79611,145.08372,35
3180,4051 4057,-37.79611,145.08372,58
3180,4051 4057,-37.79611,145.08372,10
3180,4051 4057,-37.79611,145.08372,9
3180,4051 4057,-37.79611,145.08372,12
3180,4051 4057,-37.79611,145.08372,14
3180,4051 4057,-37.79611,145.08372,29
3180,4051 4057,-37.79611,145.08372,27
3180,4051 4057,-37.79611,145.08372,63
3180,4051 4057,-37.79611,145.08372,13
3180,4051 4057,-37.79611,145.08372,8
3180,4051 4057,-37.79611,145.08372,12
3180,4051 4057,-37.79611,145.08372,18
3180,4051 4057,-37.79611,145.08372,14
3180,4051 4057,-37.79611,145.08372,27
3180,4051 4057,-37.79611,145.08372,34
3180,4051 4057,-37.79611,145.08372,5
3180,4051 4057,-37.79611,145.08372,12
3180,4051 4057,-37.79635,145.08352,22
3180,4051 4057,-37.79635,145.08352,8
3180,4051 4057,-37.79635,145.08352,14
3180,4051 4057,-37.79635,145.08352,12
3180,4051 4057,-37.79635,145.08352,12
3180,4051 4057,-37.79635,145.08352,8
3180,4051 4057,-37.79635,145.08352,19
3180,4051 4057,-37.79635,145.08352,58
3180,4051 4057,-37.79635,145.08352,6
3180,4051 4057,-37.79635,145.08352,7
3180,4051 4057,-37.79635,145.08352,9
3180,4051 4057,-37.79635,145.08352,8
3180,4051 4057,-37.79635,145.08352,11
3180,4051 4057,-37.79635,145.08352,35
3180,4051 4057,-37.79635,145.08352,38
3180,4051 4057,-37.79635,145.08352,5
3180,4051 4057,-37.79635,145.08352,11
3180,4051 4057,-37.79635,145.08352,19
3180,4051 4057,-37.79635,145.08352,19
3180,4051 4057,-37.79635,145.08352,13
3180,4051 4057,-37.79635,145.08352,22
3180,4051 4057,-37.79635,145.08352,42
3180,4051 4057,-37.79635,145.08352,11
3180,4051 4057,-37.79635,145.08352,7
3180,4051 4057,-37.79635,145.08352,16
3180,4051 4057,-37.79635,145.08352,8
3180,4051 4057,-37.79635,145.08352,19
3180,4051 4057,-37.79635,145.08352,19
3180,4051 4057,-37.79635,145.08352,39
3180,4051 4057,-37.79635,145.08352,13
3180,4051 4057,-37.79635,145.08352,22
3180,4051 4057,-37.79618,145.08328,22
3180,4051 4057,-37.79618,145.08328,2
3180,4051 4057,-37.79618,145.08328,10
3180,4051 4057,-37.79618,145.08328,18
3180,4051 4057,-37.79618,145.08328,18
3180,4051 4057,-37.79618,145.08328,8
3180,4051 4057,-37.79618,145.08328,47
3180,4051 4057,-37.79618,145.08328,32
3180,4051 4057,-37.79618,145.08328,16
3180,4051 4057,-37.79618,145.08328,6
3180,4051 4057,-37.79618,145.08328,21
3180,4051 4057,-37.79618,145.08328,29
3180,4051 4057,-37.79618,145.08328,25
3180,4051 4057,-37.79618,145.08328,43
3180,4051 4057,-37.79618,145.08328,23
3180,4051 4057,-37.79618,145.08328,10
3180,4051 4057,-37.79618,145.08328,16
3180,4051 4057,-37.79618,145.08328,33
3180,4051 4057,-37.79618,145.08328,25
3180,4051 4057,-37.79618,145.08328,21
3180,4051 4057,-37.79618,145.08328,29
3180,4051 4057,-37.79618,145.08328,54
3180,4051 4057,-37.79618,145.08328,4
3180,4051 4057,-37.79618,145.08328,25
3180,4051 4057,-37.79618,145.08328,26
3180,4051 4057,-37.79618,145.08328,15
3180,4051 4057,-37.79618,145.08328,20
3180,4051 4057,-37.79618,145.08328,38
3180,4051 4057,-37.79618,145.08328,39
3180,4051 4057,-37.79618,145.08328,18
3180,4051 4057,-37.79618,145.08328,19
3662,2820 4335 4324 3002 3001,-37.80876,145.02757,44
3662,2820 4335 4324 3002 3001,-37.80876,145.02757,7
3662,2820 4335 4324 3002 3001,-37.80876,145.02757,22
3662,2820 4335 4324 3002 3001,-37.80876,145.02757,27
3662,2820 4335 4324 3002 3001,-37.80876,145.02757,26
3662,2820 4335 4324 3002 3001,-37.80876,145.02757,32
3662,2820 4335 4324 3002 3001,-37.80876,145.02757,65
3662,2820 4335 4324 3002 3001,-37.80876,145.02757,70
3662,2820 4335 4324 3002 3001,-37.80876,145.02757,23
3662,2820 4335 4324 3002 3001,-37.80876,145.02757,16
3662,2820 4335 4324 3002 3001,-37.80876,145.02757,32
3662,2820 4335 4324 3002 3001,-37.80876,145.02757,30
3662,2820 4335 4324 3002 3001,-37.80876,145.02757,38
3662,2820 4335 4324 3002 3001,-37.80876,145.02757,67
3662,2820 4335 4324 3002 3001,-37.80876,145.02757,70
3662,2820 4335 4324 3002 3001,-37.80876,145.02757,23
3662,2820 4335 4324 3002 3001,-37.80876,145.02757,21
3662,2820 4335 4324 3002 3001,-37.80876,145.02757,43
3662,2820 4335 4324 3002 3001,-37.80876,145.02757,33
3662,2820 4335 4324 3002 3001,-37.80876,145.02757,49
3662,2820 4335 4324 3002 3001,-37.80876,145.02757,60
3662,2820 4335 4324 3002 3001,-37.80876,145.02757,84
3662,2820 4335 4324 3002 3001,-37.80876,145.02757,17
3662,2820 4335 4324 3002 3001,-37.80876,145.02757,68
3662,2820 4335 4324 3002 3001,-37.80876,145.02757,24
3662,2820 4335 4324 3002 3001,-37.80876,145.02757,24
3662,2820 4335 4324 3002 3001,-37.80876,145.02757,21
3662,2820 4335 4324 3002 3001,-37.80876,145.02757,54
3662,2820 4335 4324 3002 3001,-37.80876,145.02757,87
3662,2820 4335 4324 3002 3001,-37.80876,145.02757,28
3662,2820 4335 4324 3002 3001,-37.80876,145.02757,33
3662,2820 4335 4324 3002 3001,-37.80887,145.02793,48
3662,2820 4335 4324 3002 3001,-37.80887,145.02793,38
3662,2820 4335 4324 3002 3001,-37.80887,145.02793,19
3662,2820 4335 4324 3002 3001,-37.80887,145.02793,24
3662,2820 4335 4324 3002 3001,-37.80887,145.02793,20
3662,2820 4335 4324 3002 3001,-37.80887,145.02793,34
3662,2820 4335 4324 3002 3001,-37.80887,145.02793,57
3662,2820 4335 4324 3002 3001,-37.80887,145.02793,62
3662,2820 4335 4324 3002 3001,-37.80887,145.02793,18
3662,2820 4335 4324 3002 3001,-37.80887,145.02793,12
3662,2820 4335 4324 3002 3001,-37.80887,145.02793,24
3662,2820 4335 4324 3002 3001,-37.80887,145.02793,21
3662,2820 4335 4324 3002 3001,-37.80887,145.02793,28
3662,2820 4335 4324 3002 3001,-37.80887,145.02793,44
3662,2820 4335 4324 3002 3001,-37.80887,145.02793,64
3662,2820 4335 4324 3002 3001,-37.80887,145.02793,26
3662,2820 4335 4324 3002 3001,-37.80887,145.02793,14
3662,2820 4335 4324 3002 3001,-37.80887,145.02793,25
3662,2820 4335 4324 3002 3001,-37.80887,145.02793,19
3662,2820 4335 4324 3002 3001,-37.80887,145.02793,30
3662,2820 4335 4324 3002 3001,-37.80887,145.02793,42
3662,2820 4335 4324 3002 3001,-37.80887,145.02793,69
3662,2820 4335 4324 3002 3001,-37.80887,145.02793,14
3662,2820 4335 4324 3002 3001,-37.80887,145.02793,16
3662,2820 4335 4324 3002 3001,-37.80887,145.02793,25
3662,2820 4335 4324 3002 3001,-37.80887,145.02793,22
3662,2820 4335 4324 3002 3001,-37.80887,145.02793,32
3662,2820 4335 4324 3002 3001,-37.80887,145.02793,41
3662,2820 4335 4324 3002 3001,-37.80887,145.02793,80
3662,2820 4335 4324 3002 3001,-37.80887,145.02793,23
3662,2820 4335 4324 3002 3001,-37.80887,145.02793,21
3662,2820 4335 4324 3002 3001,-37.80926,145.02729,63
3662,2820 4335 4324 3002 3001,-37.80926,145.02729,27
3662,2820 4335 4324 3002 3001,-37.80926,145.02729,26
3662,2820 4335 4324 3002 3001,-37.80926,145.02729,29
3662,2820 4335 4324 3002 3001,-37.80926,145.02729,42
3662,2820 4335 4324 3002 3001,-37.80926,145.02729,64
3662,2820 4335 4324 3002 3001,-37.80926,145.02729,55
3662,2820 4335 4324 3002 3001,-37.80926,145.02729,68
3662,2820 4335 4324 3002 3001,-37.80926,145.02729,31
3662,2820 4335 4324 3002 3001,-37.80926,145.02729,65
3662,2820 4335 4324 3002 3001,-37.80926,145.02729,66
3662,2820 4335 4324 3002 3001,-37.80926,145.02729,35
3662,2820 4335 4324 3002 3001,-37.80926,145.02729,47
3662,2820 4335 4324 3002 3001,-37.80926,145.02729,75
3662,2820 4335 4324 3002 3001,-37.80926,145.02729,78
3662,2820 4335 4324 3002 3001,-37.80926,145.02729,29
3662,2820 4335 4324 3002 3001,-37.80926,145.02729,30
3662,2820 4335 4324 3002 3001,-37.80926,145.02729,55
3662,2820 4335 4324 3002 3001,-37.80926,145.02729,48
3662,2820 4335 4324 3002 3001,-37.80926,145.02729,58
3662,2820 4335 4324 3002 3001,-37.80926,145.02729,53
3662,2820 4335 4324 3002 3001,-37.80926,145.02729,78
3662,2820 4335 4324 3002 3001,-37.80926,145.02729,26
3662,2820 4335 4324 3002 3001,-37.80926,145.02729,40
3662,2820 4335 4324 3002 3001,-37.80926,145.02729,35
3662,2820 4335 4324 3002 3001,-37.80926,145.02729,38
3662,2820 4335 4324 3002 3001,-37.80926,145.02729,46
3662,2820 4335 4324 3002 3001,-37.80926,145.02729,49
3662,2820 4335 4324 3002 3001,-37.80926,145.02729,91
3662,2820 4335 4324 3002 3001,-37.80926,145.02729,40
3662,2820 4335 4324 3002 3001,-37.80926,145.02729,31
3662,2820 4335 4324 3002 3001,-37.80892,145.02704,35
3662,2820 4335 4324 3002 3001,-37.80892,145.02704,10
3662,2820 4335 4324 3002 3001,-37.80892,145.02704,9
3662,2820 4335 4324 3002 3001,-37.80892,145.02704,14
3662,2820 4335 4324 3002 3001,-37.80892,145.02704,17
3662,2820 4335 4324 3002 3001,-37.80892,145.02704,12
3662,2820 4335 4324 3002 3001,-37.80892,145.02704,28
3662,2820 4335 4324 3002 3001,-37.80892,145.02704,48
3662,2820 4335 4324 3002 3001,-37.80892,145.02704,17
3662,2820 4335 4324 3002 3001,-37.80892,145.02704,16
3662,2820 4335 4324 3002 3001,-37.80892,145.02704,12
3662,2820 4335 4324 3002 3001,-37.80892,145.02704,22
3662,2820 4335 4324 3002 3001,-37.80892,145.02704,17
3662,2820 4335 4324 3002 3001,-37.80892,145.02704,41
3662,2820 4335 4324 3002 3001,-37.80892,145.02704,40
3662,2820 4335 4324 3002 3001,-37.80892,145.02704,9
3662,2820 4335 4324 3002 3001,-37.80892,145.02704,12
3662,2820 4335 4324 3002 3001,-37.80892,145.02704,17
3662,2820 4335 4324 3002 3001,-37.80892,145.02704,14
3662,2820 4335 4324 3002 3001,-37.80892,145.02704,22
3662,2820 4335 4324 3002 3001,-37.80892,145.02704,39
3662,2820 4335 4324 3002 3001,-37.80892,145.02704,45
3662,2820 4335 4324 3002 3001,-37.80892,145.02704,16
3662,2820 4335 4324 3002 3001,-37.80892,145.02704,15
3662,2820 4335 4324 3002 3001,-37.80892,145.02704,16
3662,2820 4335 4324 3002 3001,-37.80892,145.02704,14
3662,2820 4335 4324 3002 3001,-37.80892,145.02704,27
3662,2820 4335 4324 3002 3001,-37.80892,145.02704,39
3662,2820 4335 4324 3002 3001,-37.80892,145.02704,51
3662,2820 4335 4324 3002 3001,-37.80892,145.02704,14
3662,2820 4335 4324 3002 3001,-37.80892,145.02704,17
3682,3126 3804 2000,-37.83695,145.09699,37
3682,3126 3804 2000,-37.83695,145.09699,11
3682,3126 3804 2000,-37.83695,145.09699,9
3682,3126 3804 2000,-37.83695,145.09699,16
3682,3126 3804 2000,-37.83695,145.09699,26
3682,3126 3804 2000,-37.83695,145.09699,17
3682,3126 3804 2000,-37.83695,145.09699,24
3682,3126 3804 2000,-37.83695,145.09699,49
3682,3126 3804 2000,-37.83695,145.09699,13
3682,3126 3804 2000,-37.83695,145.09699,8
3682,3126 3804 2000,-37.83695,145.09699,17
3682,3126 3804 2000,-37.83695,145.09699,12
3682,3126 3804 2000,-37.83695,145.09699,64
3682,3126 3804 2000,-37.83695,145.09699,7
3682,3126 3804 2000,-37.83695,145.09699,9
3682,3126 3804 2000,-37.83695,145.09699,19
3682,3126 3804 2000,-37.83695,145.09699,17
3682,3126 3804 2000,-37.83695,145.09699,24
3682,3126 3804 2000,-37.83695,145.09699,39
3682,3126 3804 2000,-37.83695,145.09699,71
3682,3126 3804 2000,-37.83695,145.09699,17
3682,3126 3804 2000,-37.83695,145.09699,15
3682,3126 3804 2000,-37.83695,145.09699,16
3682,3126 3804 2000,-37.83695,145.09699,15
3682,3126 3804 2000,-37.83695,145.09699,19
3682,3126 3804 2000,-37.83695,145.09699,18
3682,3126 3804 2000,-37.83695,145.09699,63
3682,3126 3804 2000,-37.83695,145.09699,18
3682,3126 3804 2000,-37.83695,145.09699,15
3682,3126 3804 2000,-37.83755,145.09741,21
3682,3126 3804 2000,-37.83755,145.09741,9
3682,3126 3804 2000,-37.83755,145.09741,11
3682,3126 3804 2000,-37.83755,145.09741,7
3682,3126 3804 2000,-37.83755,145.09741,11
3682,3126 3804 2000,-37.83755,145.09741,7
3682,3126 3804 2000,-37.83755,145.09741,23
3682,3126 3804 2000,-37.83755,145.09741,31
3682,3126 3804 2000,-37.83755,145.09741,6
3682,3126 3804 2000,-37.83755,145.09741,8
3682,3126 3804 2000,-37.83755,145.09741,7
3682,3126 3804 2000,-37.83755,145.09741,11
3682,3126 3804 2000,-37.83755,145.09741,24
3682,3126 3804 2000,-37.83755,145.09741,6
3682,3126 3804 2000,-37.83755,145.09741,8
3682,3126 3804 2000,-37.83755,145.09741,7
3682,3126 3804 2000,-37.83755,145.09741,13
3682,3126 3804 2000,-37.83755,145.09741,18
3682,3126 3804 2000,-37.83755,145.09741,18
3682,3126 3804 2000,-37.83755,145.09741,13
3682,3126 3804 2000,-37.83755,145.09741,5
3682,3126 3804 2000,-37.83755,145.09741,8
3682,3126 3804 2000,-37.83755,145.09741,5
3682,3126 3804 2000,-37.83755,145.09741,7
3682,3126 3804 2000,-37.83755,145.09741,10
3682,3126 3804 2000,-37.83755,145.09741,26
3682,3126 3804 2000,-37.83755,145.09741,23
3682,3126 3804 2000,-37.83755,145.09741,9
3682,3126 3804 2000,-37.83755,145.09741,4
3682,3126 3804 2000,-37.83799,145.09681,80
3682,3126 3804 2000,-37.83799,145.09681,18
3682,3126 3804 2000,-37.83799,145.09681,18
3682,3126 3804 2000,-37.83799,145.09681,23
3682,3126 3804 2000,-37.83799,145.09681,30
3682,3126 3804 2000,-37.83799,145.09681,19
3682,3126 3804 2000,-37.83799,145.09681,50
3682,3126 3804 2000,-37.83799,145.09681,74
3682,3126 3804 2000,-37.83799,145.09681,23
3682,3126 3804 2000,-37.83799,145.09681,17
3682,3126 3804 2000,-37.83799,145.09681,17
3682,3126 3804 2000,-37.83799,145.09681,21
3682,3126 3804 2000,-37.83799,145.09681,76
3682,3126 3804 2000,-37.83799,145.09681,19
3682,3126 3804 2000,-37.83799,145.09681,12
3682,3126 3804 2000,-37.83799,145.09681,21
3682,3126 3804 2000,-37.83799,145.09681,24
3682,3126 3804 2000,-37.83799,145.09681,20
3682,3126 3804 2000,-37.83799,145.09681,60
3682,3126 3804 2000,-37.83799,145.09681,78
3682,3126 3804 2000,-37.83799,145.09681,27
3682,3126 3804 2000,-37.83799,145.09681,18
3682,3126 3804 2000,-37.83799,145.09681,20
3682,3126 3804 2000,-37.83799,145.09681,24
3682,3126 3804 2000,-37.83799,145.09681,26
3682,3126 3804 2000,-37.83799,145.09681,52
3682,3126 3804 2000,-37.83799,145.09681,79
3682,3126 3804 2000,-37.83799,145.09681,24
3682,3126 3804 2000,-37.83799,145.09681,23
3682,3126 3804 2000,-37.83741,145.09626,35
3682,3126 3804 2000,-37.83741,145.09626,10
3682,3126 3804 2000,-37.83741,145.09626,16
3682,3126 3804 2000,-37.83741,145.09626,19
3682,3126 3804 2000,-37.83741,145.09626,21
3682,3126 3804 2000,-37.83741,145.09626,14
3682,3126 3804 2000,-37.83741,145.09626,41
3682,3126 3804 2000,-37.83741,145.09626,47
3682,3126 3804 2000,-37.83741,145.09626,10
3682,3126 3804 2000,-37.83741,145.09626,15
3682,3126 3804 2000,-37.83741,145.09626,15
3682,3126 3804 2000,-37.83741,145.09626,17
3682,3126 3804 2000,-37.83741,145.09626,40
3682,3126 3804 2000,-37.83741,145.09626,12
3682,3126 3804 2000,-37.83741,145.09626,17
3682,3126 3804 2000,-37.83741,145.09626,31
3682,3126 3804 2000,-37.83741,145.09626,24
3682,3126 3804 2000,-37.83741,145.09626,30
3682,3126 3804 2000,-37.83741,145.09626,44
3682,3126 3804 2000,-37.83741,145.09626,57
3682,3126 3804 2000,-37.83741,145.09626,14
3682,3126 3804 2000,-37.83741,145.09626,8
3682,3126 3804 2000,-37.83741,145.09626,18
3682,3126 3804 2000,-37.83741,145.09626,23
3682,3126 3804 2000,-37.83741,145.09626,17
3682,3126 3804 2000,-37.83741,145.09626,39
3682,3126 3804 2000,-37.83741,145.09626,48
3682,3126 3804 2000,-37.83741,145.09626,23
3682,3126 3804 2000,-37.83741,145.09626,17
3685,2000 970,-37.85467,145.09384,97
3685,2000 970,-37.85467,145.09384,46
3685,2000 970,-37.85467,145.09384,30
3685,2000 970,-37.85467,145.09384,28
3685,2000 970,-37.85467,145.09384,49
3685,2000 970,-37.85467,145.09384,42
3685,2000 970,-37.85467,145.09384,74
3685,2000 970,-37.85467,145.09384,137
3685,2000 970,-37.85467,145.09384,44
3685,2000 970,-37.85467,145.09384,34
3685,2000 970,-37.85467,145.09384,54
3685,2000 970,-37.85467,145.09384,50
3685,2000 970,-37.85467,145.09384,49
3685,2000 970,-37.85467,145.09384,75
3685,2000 970,-37.85467,145.09384,126
3685,2000 970,-37.85467,145.09384,29
3685,2000 970,-37.85467,145.09384,25
3685,2000 970,-37.85467,145.09384,74
3685,2000 970,-37.85467,145.09384,48
3685,2000 970,-37.85467,145.09384,60
3685,2000 970,-37.85467,145.09384,99
3685,2000 970,-37.85467,145.09384,129
3685,2000 970,-37.85467,145.09384,36
3685,2000 970,-37.85467,145.09384,36
3685,2000 970,-37.85467,145.09384,48
3685,2000 970,-37.85467,145.09384,39
3685,2000 970,-37.85467,145.09384,37
3685,2000 970,-37.85467,145.09384,78
3685,2000 970,-37.85467,145.09384,101
3685,2000 970,-37.85467,145.09384,66
3685,2000 970,-37.85467,145.09384,39
3685,2000 970,-37.85489,145.09413,15
3685,2000 970,-37.85489,145.09413,2
3685,2000 970,-37.85489,145.09413,7
3685,2000 970,-37.85489,145.09413,8
3685,2000 970,-37.85489,145.09413,8
3685,2000 970,-37.85489,145.09413,13
3685,2000 970,-37.85489,145.09413,12
3685,2000 970,-37.85489,145.09413,22
3685,2000 970,-37.85489,145.09413,2
3685,2000 970,-37.85489,145.09413,9
3685,2000 970,-37.85489,145.09413,8
3685,2000 970,-37.85489,145.09413,1
3685,2000 970,-37.85489,145.09413,5
3685,2000 970,-37.85489,145.09413,15
3685,2000 970,-37.85489,145.09413,14
3685,2000 970,-37.85489,145.09413,3
3685,2000 970,-37.85489,145.09413,4
3685,2000 970,-37.85489,145.09413,4
3685,2000 970,-37.85489,145.09413,7
3685,2000 970,-37.85489,145.09413,7
3685,2000 970,-37.85489,145.09413,27
3685,2000 970,-37.85489,145.09413,5
3685,2000 970,-37.85489,145.09413,7
3685,2000 970,-37.85489,145.09413,5
3685,2000 970,-37.85489,145.09413,12
3685,2000 970,-37.85489,145.09413,5
3685,2000 970,-37.85489,145.09413,10
3685,2000 970,-37.85489,145.09413,18
3685,2000 970,-37.85489,145.09413,8
3685,2000 970,-37.85489,145.09413,5
3685,2000 970,-37.85513,145.09376,165
3685,2000 970,-37.85513,145.09376,48
3685,2000 970,-37.85513,145.09376,31
3685,2000 970,-37.85513,145.09376,50
3685,2000 970,-37.85513,145.09376,61
3685,2000 970,-37.85513,145.09376,63
3685,2000 970,-37.85513,145.09376,133
3685,2000 970,-37.85513,145.09376,168
3685,2000 970,-37.85513,145.09376,54
3685,2000 970,-37.85513,145.09376,48
3685,2000 970,-37.85513,145.09376,47
3685,2000 970,-37.85513,145.09376,47
3685,2000 970,-37.85513,145.09376,81
3685,2000 970,-37.85513,145.09376,111
